"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 08 22:25:13 GMT 2022","Thu Dec 08 22:25:22 GMT 2022","9231","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","checkUserUpsertionDoesNotChangeUUID()",""
"passed","Thu Dec 08 22:25:03 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","6","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","testEnvValues()",""
"passed","Thu Dec 08 22:25:13 GMT 2022","Thu Dec 08 22:25:13 GMT 2022","6","","com.ulashchick.podcast.auth.DependencyManagerTest","","","","testInitialization()",""
"passed","Thu Dec 08 22:25:32 GMT 2022","Thu Dec 08 22:25:41 GMT 2022","9587","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","firstUserSignIn()",""
"passed","Thu Dec 08 22:24:28 GMT 2022","Thu Dec 08 22:24:30 GMT 2022","2008","","com.ulashchick.podcast.grpc.PodcastServiceTest","","","","testSearch()",""
"passed","Thu Dec 08 22:25:03 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","291","","com.ulashchick.podcast.grpc.AuthServiceTest","","","","successSignIn()",""
"passed","Thu Dec 08 22:25:03 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","3","","com.ulashchick.podcast.grpc.AuthServiceTest","","","","failWhenTokenIsMissing()",""
"passed","Thu Dec 08 22:25:03 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","9","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","getCurrentEnvironmentWhenValueSet()",""
"passed","Thu Dec 08 22:24:28 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","35027","","com.ulashchick.podcast.grpc.AuthorizationTest","","","","testGettingListOfSubscriptionsWhenAuthorized()",""
"passed","Thu Dec 08 22:25:22 GMT 2022","Thu Dec 08 22:25:32 GMT 2022","9554","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","testSubscription()",""
"passed","Thu Dec 08 22:24:29 GMT 2022","Thu Dec 08 22:24:30 GMT 2022","991","","com.ulashchick.podcast.grpc.PodcastServiceTest","","","","testGetFeed()",""
"passed","Thu Dec 08 22:24:27 GMT 2022","Thu Dec 08 22:24:27 GMT 2022","453","","com.ulashchick.podcast.grpc.EchoServiceTest","","","","testEcho()",""
"passed","Thu Dec 08 22:25:41 GMT 2022","Thu Dec 08 22:25:46 GMT 2022","5080","","com.ulashchick.podcast.HttpPerformanceTest","","","","testStandardHttpClient()",""
"passed","Thu Dec 08 22:25:03 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","3","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","getCurrentEnvironmentWhenValueNotSet()",""
"passed","Thu Dec 08 22:25:03 GMT 2022","Thu Dec 08 22:25:13 GMT 2022","9464","","com.ulashchick.podcast.grpc.AuthorizationTest","","","","testPodcastServiceDoesNotWorkWithoutAuth()",""
"passed","Thu Dec 08 22:24:28 GMT 2022","Thu Dec 08 22:25:03 GMT 2022","34899","","com.ulashchick.podcast.grpc.EchoServiceIntegrationTest","","","","authorizationIsNotRequired()",""
