"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 08 02:17:42 GMT 2022","Tue Feb 08 02:18:03 GMT 2022","20041","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","checkUserUpsertionDoesNotChangeUUID()",""
"passed","Tue Feb 08 02:16:55 GMT 2022","Tue Feb 08 02:16:55 GMT 2022","5","","com.ulashchick.podcast.grpc.AuthServiceTest","","","","failWhenTokenIsMissing()",""
"passed","Tue Feb 08 02:18:15 GMT 2022","Tue Feb 08 02:18:27 GMT 2022","12286","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","firstUserSignIn()",""
"passed","Tue Feb 08 02:18:01 GMT 2022","Tue Feb 08 02:18:01 GMT 2022","7","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","testEnvValues()",""
"passed","Tue Feb 08 02:16:58 GMT 2022","Tue Feb 08 02:17:42 GMT 2022","44266","","com.ulashchick.podcast.grpc.EchoServiceIntegrationTest","","","","authorizationIsNotRequired()",""
"passed","Tue Feb 08 02:16:52 GMT 2022","Tue Feb 08 02:16:55 GMT 2022","3617","","com.ulashchick.podcast.grpc.AuthServiceTest","","","","successSignIn()",""
"passed","Tue Feb 08 02:16:53 GMT 2022","Tue Feb 08 02:16:55 GMT 2022","1579","","com.ulashchick.podcast.grpc.PodcastServiceTest","","","","testSearch()",""
"passed","Tue Feb 08 02:17:42 GMT 2022","Tue Feb 08 02:17:42 GMT 2022","4","","com.ulashchick.podcast.grpc.EchoServiceTest","","","","testEcho()",""
"passed","Tue Feb 08 02:17:41 GMT 2022","Tue Feb 08 02:18:01 GMT 2022","19947","","com.ulashchick.podcast.grpc.AuthorizationTest","","","","testPodcastServiceDoesNotWorkWithoutAuth()",""
"passed","Tue Feb 08 02:18:01 GMT 2022","Tue Feb 08 02:18:01 GMT 2022","22","","com.ulashchick.podcast.auth.DependencyManagerTest","","","","testInitialization()",""
"passed","Tue Feb 08 02:16:53 GMT 2022","Tue Feb 08 02:16:55 GMT 2022","1586","","com.ulashchick.podcast.grpc.PodcastServiceTest","","","","testGetFeed()",""
"passed","Tue Feb 08 02:16:56 GMT 2022","Tue Feb 08 02:17:41 GMT 2022","44079","","com.ulashchick.podcast.grpc.AuthorizationTest","","","","testGettingListOfSubscriptionsWhenAuthorized()",""
"passed","Tue Feb 08 02:18:01 GMT 2022","Tue Feb 08 02:18:01 GMT 2022","20","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","getCurrentEnvironmentWhenValueNotSet()",""
"passed","Tue Feb 08 02:16:51 GMT 2022","Tue Feb 08 02:16:58 GMT 2022","6618","","com.ulashchick.podcast.HttpPerformanceTest","","","","testStandardHttpClient()",""
"passed","Tue Feb 08 02:18:03 GMT 2022","Tue Feb 08 02:18:15 GMT 2022","12652","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","testSubscription()",""
"passed","Tue Feb 08 02:18:01 GMT 2022","Tue Feb 08 02:18:01 GMT 2022","20","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","getCurrentEnvironmentWhenValueSet()",""
