"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 08 01:35:40 GMT 2022","Tue Feb 08 01:35:50 GMT 2022","10298","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","firstUserSignIn()",""
"passed","Tue Feb 08 01:35:28 GMT 2022","Tue Feb 08 01:35:28 GMT 2022","2","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","getCurrentEnvironmentWhenValueNotSet()",""
"passed","Tue Feb 08 01:35:28 GMT 2022","Tue Feb 08 01:35:28 GMT 2022","1","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","testEnvValues()",""
"passed","Tue Feb 08 01:35:28 GMT 2022","Tue Feb 08 01:35:28 GMT 2022","19","","com.ulashchick.podcast.auth.DependencyManagerTest","","","","testInitialization()",""
"passed","Tue Feb 08 01:35:13 GMT 2022","Tue Feb 08 01:35:29 GMT 2022","16175","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","checkUserUpsertionDoesNotChangeUUID()",""
"passed","Tue Feb 08 01:35:29 GMT 2022","Tue Feb 08 01:35:40 GMT 2022","10710","","com.ulashchick.podcast.common.persistance.CassandraClientTest","","","","testSubscription()",""
"passed","Tue Feb 08 01:35:13 GMT 2022","Tue Feb 08 01:35:13 GMT 2022","38","","com.ulashchick.podcast.grpc.EchoServiceTest","","","","testEcho()",""
"passed","Tue Feb 08 01:35:28 GMT 2022","Tue Feb 08 01:35:28 GMT 2022","11","","com.ulashchick.podcast.common.config.EnvironmentServiceTest","","","","getCurrentEnvironmentWhenValueSet()",""
"passed","Tue Feb 08 01:34:31 GMT 2022","Tue Feb 08 01:34:37 GMT 2022","6071","","com.ulashchick.podcast.HttpPerformanceTest","","","","testStandardHttpClient()",""
"passed","Tue Feb 08 01:34:33 GMT 2022","Tue Feb 08 01:34:34 GMT 2022","1230","","com.ulashchick.podcast.grpc.PodcastServiceTest","","","","testSearch()",""
"passed","Tue Feb 08 01:35:11 GMT 2022","Tue Feb 08 01:35:28 GMT 2022","17165","","com.ulashchick.podcast.grpc.AuthorizationTest","","","","testPodcastServiceDoesNotWorkWithoutAuth()",""
"passed","Tue Feb 08 01:34:35 GMT 2022","Tue Feb 08 01:35:11 GMT 2022","35348","","com.ulashchick.podcast.grpc.AuthorizationTest","","","","testGettingListOfSubscriptionsWhenAuthorized()",""
"passed","Tue Feb 08 01:34:34 GMT 2022","Tue Feb 08 01:34:34 GMT 2022","29","","com.ulashchick.podcast.grpc.AuthServiceTest","","","","failWhenTokenIsMissing()",""
"passed","Tue Feb 08 01:34:37 GMT 2022","Tue Feb 08 01:35:13 GMT 2022","35307","","com.ulashchick.podcast.grpc.EchoServiceIntegrationTest","","","","authorizationIsNotRequired()",""
"passed","Tue Feb 08 01:34:31 GMT 2022","Tue Feb 08 01:34:34 GMT 2022","3082","","com.ulashchick.podcast.grpc.AuthServiceTest","","","","successSignIn()",""
"passed","Tue Feb 08 01:34:33 GMT 2022","Tue Feb 08 01:34:34 GMT 2022","1224","","com.ulashchick.podcast.grpc.PodcastServiceTest","","","","testGetFeed()",""
